direction,source_rule,target_rule,edge_kind,jump_delta,source_line,source_region,target_region,cross_boundary,source_fact_evidence,target_resolution_evidence,boundary_classification_evidence,raw_jump_or_successor,source_source_lines,source_state_reads,source_state_reads_evidence_class,source_state_writes,source_state_writes_evidence_class,source_escrow_mutations,source_escrow_mutations_evidence_class,source_command_issuance,source_command_issuance_evidence_class,source_pending_object_guards,source_pending_object_guards_evidence_class,source_world_state_milestones,source_world_state_milestones_evidence_class,target_source_lines,target_state_reads,target_state_reads_evidence_class,target_state_writes,target_state_writes_evidence_class,target_escrow_mutations,target_escrow_mutations_evidence_class,target_command_issuance,target_command_issuance_evidence_class,target_pending_object_guards,target_pending_object_guards_evidence_class,target_world_state_milestones,target_world_state_milestones_evidence_class,transition_state_effect,transition_state_effect_evidence_class
OUTGOING,1816,1817,fall-through,,21078,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1816 -> rule 1817,21078-21086,game-time >= 50; goal:gl-fifth-turn; housing-headroom < 2,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-assign-builders c: house c: 3),DIRECT_DONOR_TEXT,NONE,NONE,(housing-headroom < 2),DIRECT_DONOR_TEXT,21088-21099,building-type-count archery-range >= 2; can-build-with-escrow house; game-time > 6; housing-headroom < 5; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-build place-control gl-escrow-state c: house); (up-set-placement-data me -1 c: -5),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(building-type-count archery-range >= 2); (housing-headroom < 5); (population-headroom != 0),DIRECT_DONOR_TEXT,commands=(up-assign-builders c: house c: 3),MECHANICALLY_DERIVED
OUTGOING,1817,1818,fall-through,,21088,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1817 -> rule 1818,21088-21099,building-type-count archery-range >= 2; can-build-with-escrow house; game-time > 6; housing-headroom < 5; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-build place-control gl-escrow-state c: house); (up-set-placement-data me -1 c: -5),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(building-type-count archery-range >= 2); (housing-headroom < 5); (population-headroom != 0),DIRECT_DONOR_TEXT,21101-21111,can-build-with-escrow house; game-time > 6; housing-headroom < 2; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-build place-control gl-escrow-state c: house); (up-set-placement-data me -1 c: -5),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(housing-headroom < 2); (population-headroom != 0),DIRECT_DONOR_TEXT,commands=(up-build place-control gl-escrow-state c: house); (up-set-placement-data me -1 c: -5),MECHANICALLY_DERIVED
OUTGOING,1818,1819,fall-through,,21101,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1818 -> rule 1819,21101-21111,can-build-with-escrow house; game-time > 6; housing-headroom < 2; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-build place-control gl-escrow-state c: house); (up-set-placement-data me -1 c: -5),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(housing-headroom < 2); (population-headroom != 0),DIRECT_DONOR_TEXT,21113-21120,can-build house,DIRECT_DONOR_TEXT,(disable-self),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 2); (up-build place-control 0 c: house); (up-set-placement-data me villager-class c: 0),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,commands=(up-build place-control gl-escrow-state c: house); (up-set-placement-data me -1 c: -5),MECHANICALLY_DERIVED
OUTGOING,1819,1820,fall-through,,21113,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1819 -> rule 1820,21113-21120,can-build house,DIRECT_DONOR_TEXT,(disable-self),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 2); (up-build place-control 0 c: house); (up-set-placement-data me villager-class c: 0),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21122-21134,building-type-count-total house > 0; can-build house; civilian-population < 6; game-time < 15,DIRECT_DONOR_TEXT,(disable-self),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me villager-class c: 1),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total house > 0); (civilian-population < 6),DIRECT_DONOR_TEXT,writes=(disable-self) | commands=(up-assign-builders c: house c: 2); (up-build place-control 0 c: house); (up-set-placement-data me villager-class c: 0),MECHANICALLY_DERIVED
OUTGOING,1820,1821,fall-through,,21122,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1820 -> rule 1821,21122-21134,building-type-count-total house > 0; can-build house; civilian-population < 6; game-time < 15,DIRECT_DONOR_TEXT,(disable-self),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me villager-class c: 1),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total house > 0); (civilian-population < 6),DIRECT_DONOR_TEXT,21136-21140,NONE,NONE,(set-goal goal 12),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(disable-self) | commands=(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me villager-class c: 1),MECHANICALLY_DERIVED
OUTGOING,1821,1822,fall-through,,21136,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1821 -> rule 1822,21136-21140,NONE,NONE,(set-goal goal 12),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21142-21147,goal:gl-enemy-strategy; goal:gl-town-safe,DIRECT_DONOR_TEXT,(set-goal goal -5),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal goal 12),MECHANICALLY_DERIVED
OUTGOING,1822,1823,fall-through,,21142,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1822 -> rule 1823,21142-21147,goal:gl-enemy-strategy; goal:gl-town-safe,DIRECT_DONOR_TEXT,(set-goal goal -5),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21149-21162,building-type-count house < 5; can-build house; housing-headroom < 4; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me -1 c: 10),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(building-type-count house < 5); (housing-headroom < 4); (population-headroom != 0),DIRECT_DONOR_TEXT,writes=(set-goal goal -5),MECHANICALLY_DERIVED
OUTGOING,1823,1824,fall-through,,21149,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1823 -> rule 1824,21149-21162,building-type-count house < 5; can-build house; housing-headroom < 4; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me -1 c: 10),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(building-type-count house < 5); (housing-headroom < 4); (population-headroom != 0),DIRECT_DONOR_TEXT,21164-21178,building-type-count archery-range < 1; building-type-count house >= 5; can-build house; housing-headroom < 4; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(building-type-count archery-range < 1); (building-type-count house >= 5); (housing-headroom < 4); (population-headroom != 0),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5) | commands=(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me -1 c: 10),MECHANICALLY_DERIVED
OUTGOING,1824,1825,fall-through,,21164,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1824 -> rule 1825,21164-21178,building-type-count archery-range < 1; building-type-count house >= 5; can-build house; housing-headroom < 4; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,(building-type-count archery-range < 1); (building-type-count house >= 5); (housing-headroom < 4); (population-headroom != 0),DIRECT_DONOR_TEXT,21180-21193,building-type-count-total archery-range >= 2; building-type-count-total stable >= 2; can-build house; goal:gl-strategy; housing-headroom < 10; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,"(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 2)); (building-type-count-total archery-range >= 2); (building-type-count-total stable >= 2); (housing-headroom < 10); (or	(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 2))
    (building-type-count-total archery-range >= 2)); (population-headroom != 0)",DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5) | commands=(up-assign-builders c: house c: 1); (up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),MECHANICALLY_DERIVED
OUTGOING,1825,1826,fall-through,,21180,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1825 -> rule 1826,21180-21193,building-type-count-total archery-range >= 2; building-type-count-total stable >= 2; can-build house; goal:gl-strategy; housing-headroom < 10; population-headroom != 0; up-pending-objects c: house < 1,DIRECT_DONOR_TEXT,(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),DIRECT_DONOR_TEXT,(up-pending-objects c: house < 1),DIRECT_DONOR_TEXT,"(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 2)); (building-type-count-total archery-range >= 2); (building-type-count-total stable >= 2); (housing-headroom < 10); (or	(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 2))
    (building-type-count-total archery-range >= 2)); (population-headroom != 0)",DIRECT_DONOR_TEXT,21195-21208,building-type-count siege-workshop >= 1; building-type-count stable >= 1; building-type-count-total stable >= 3; can-build house; goal:gl-strategy; housing-headroom < 15; population-headroom != 0; up-pending-objects c: house < 2,DIRECT_DONOR_TEXT,(set-goal SPLIT 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-pending-objects c: house < 2),DIRECT_DONOR_TEXT,"(and(goal gl-strategy FLUSH)
    (building-type-count stable >= 1)); (and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 3)); (and(goal gl-strategy SIEGE)
    (building-type-count siege-workshop >= 1)); (building-type-count siege-workshop >= 1); (building-type-count stable >= 1); (building-type-count-total stable >= 3); (housing-headroom < 15); (or	(and(goal gl-strategy FLUSH)
    (building-type-count stable >= 1))
    (or	(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 3))
    (and(goal gl-strategy SIEGE)
    (building-type-count siege-workshop >= 1)))); (or	(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 3))
    (and(goal gl-strategy SIEGE)
    (building-type-count siege-workshop >= 1))); (population-headroom != 0)",DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5) | commands=(up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),MECHANICALLY_DERIVED
OUTGOING,1826,1827,fall-through,,21195,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1826 -> rule 1827,21195-21208,building-type-count siege-workshop >= 1; building-type-count stable >= 1; building-type-count-total stable >= 3; can-build house; goal:gl-strategy; housing-headroom < 15; population-headroom != 0; up-pending-objects c: house < 2,DIRECT_DONOR_TEXT,(set-goal SPLIT 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-pending-objects c: house < 2),DIRECT_DONOR_TEXT,"(and(goal gl-strategy FLUSH)
    (building-type-count stable >= 1)); (and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 3)); (and(goal gl-strategy SIEGE)
    (building-type-count siege-workshop >= 1)); (building-type-count siege-workshop >= 1); (building-type-count stable >= 1); (building-type-count-total stable >= 3); (housing-headroom < 15); (or	(and(goal gl-strategy FLUSH)
    (building-type-count stable >= 1))
    (or	(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 3))
    (and(goal gl-strategy SIEGE)
    (building-type-count siege-workshop >= 1)))); (or	(and(goal gl-strategy KRUSH)
    (building-type-count-total stable >= 3))
    (and(goal gl-strategy SIEGE)
    (building-type-count siege-workshop >= 1))); (population-headroom != 0)",DIRECT_DONOR_TEXT,21210-21218,goal:SPLIT,DIRECT_DONOR_TEXT,(set-goal SPLIT 0); (set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,writes=(set-goal SPLIT 1),MECHANICALLY_DERIVED
OUTGOING,1827,1828,fall-through,,21210,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1827 -> rule 1828,21210-21218,goal:SPLIT,DIRECT_DONOR_TEXT,(set-goal SPLIT 0); (set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21222-21235,can-build-with-escrow lumber-camp; civilian-population >= 15; civilian-population >= 7; goal:gl-current-build-item; goal:gl-fifth-turn; housing-headroom >= 5,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,"(civilian-population >= 15); (civilian-population >= 7); (housing-headroom >= 5); (or	(housing-headroom >= 5)
    (civilian-population >= 15))",DIRECT_DONOR_TEXT,writes=(set-goal SPLIT 0); (set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 5) | commands=(up-build place-control 0 c: house); (up-set-placement-data me -1 g: goal),MECHANICALLY_DERIVED
OUTGOING,1828,1829,fall-through,,21222,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1828 -> rule 1829,21222-21235,can-build-with-escrow lumber-camp; civilian-population >= 15; civilian-population >= 7; goal:gl-current-build-item; goal:gl-fifth-turn; housing-headroom >= 5,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,"(civilian-population >= 15); (civilian-population >= 7); (housing-headroom >= 5); (or	(housing-headroom >= 5)
    (civilian-population >= 15))",DIRECT_DONOR_TEXT,21238-21244,building-type-count-total lumber-camp < 1; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 1),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 1) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(build lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1829,1830,fall-through,,21238,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1829 -> rule 1830,21238-21244,building-type-count-total lumber-camp < 1; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 1),DIRECT_DONOR_TEXT,21246-21252,building-type-count-total lumber-camp < 1; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 2),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 1),DIRECT_DONOR_TEXT,writes=(set-goal gl-build-progress 1),MECHANICALLY_DERIVED
OUTGOING,1830,1831,fall-through,,21246,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1830 -> rule 1831,21246-21252,building-type-count-total lumber-camp < 1; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 2),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 1),DIRECT_DONOR_TEXT,21254-21264,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC1),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress 2),MECHANICALLY_DERIVED
OUTGOING,1831,1832,fall-through,,21254,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1831 -> rule 1832,21254-21264,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC1),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,21267-21273,building-type-count-total lumber-camp >= 1; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 1),DIRECT_DONOR_TEXT,writes=(set-goal gl-current-build-item LC1) | escrow=(set-escrow-percentage wood LOW-ESCROW),MECHANICALLY_DERIVED
OUTGOING,1832,1833,fall-through,,21267,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1832 -> rule 1833,21267-21273,building-type-count-total lumber-camp >= 1; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 1),DIRECT_DONOR_TEXT,21276-21286,building-type-count-total lumber-camp < 1; can-build lumber-camp; current-age >= feudal-age,DIRECT_DONOR_TEXT,(disable-self); (set-goal gl-allow-mill YES),DIRECT_DONOR_TEXT,NONE,NONE,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total lumber-camp < 1),DIRECT_DONOR_TEXT,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1833,1834,fall-through,,21276,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1833 -> rule 1834,21276-21286,building-type-count-total lumber-camp < 1; can-build lumber-camp; current-age >= feudal-age,DIRECT_DONOR_TEXT,(disable-self); (set-goal gl-allow-mill YES),DIRECT_DONOR_TEXT,NONE,NONE,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total lumber-camp < 1),DIRECT_DONOR_TEXT,21290-21297,building-type-count-total lumber-camp >= 2; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 2),DIRECT_DONOR_TEXT,writes=(disable-self); (set-goal gl-allow-mill YES) | commands=(build lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1834,1835,fall-through,,21290,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1834 -> rule 1835,21290-21297,building-type-count-total lumber-camp >= 2; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 2),DIRECT_DONOR_TEXT,21299-21314,building-type-count-total lumber-camp < 2; can-build-with-escrow lumber-camp; game-time >= 480; goal:gl-current-build-item; goal:gl-strategy; housing-headroom >= 5; wood-amount >= 110,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,"(building-type-count-total lumber-camp < 2); (housing-headroom >= 5); (or	(game-time >= 480)
    (or	(wood-amount >= 110)
    (housing-headroom >= 5))); (or	(wood-amount >= 110)
    (housing-headroom >= 5))",DIRECT_DONOR_TEXT,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1835,1836,fall-through,,21299,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1835 -> rule 1836,21299-21314,building-type-count-total lumber-camp < 2; can-build-with-escrow lumber-camp; game-time >= 480; goal:gl-current-build-item; goal:gl-strategy; housing-headroom >= 5; wood-amount >= 110,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,"(building-type-count-total lumber-camp < 2); (housing-headroom >= 5); (or	(game-time >= 480)
    (or	(wood-amount >= 110)
    (housing-headroom >= 5))); (or	(wood-amount >= 110)
    (housing-headroom >= 5))",DIRECT_DONOR_TEXT,21316-21322,building-type-count-total lumber-camp < 2; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress LC2Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 2),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(build lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1836,1837,fall-through,,21316,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1836 -> rule 1837,21316-21322,building-type-count-total lumber-camp < 2; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress LC2Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 2),DIRECT_DONOR_TEXT,21324-21332,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC2),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress LC2Number),MECHANICALLY_DERIVED
OUTGOING,1837,1838,fall-through,,21324,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1837 -> rule 1838,21324-21332,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC2),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,21335-21342,building-type-count-total lumber-camp >= 2; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 2),DIRECT_DONOR_TEXT,writes=(set-goal gl-current-build-item LC2) | escrow=(set-escrow-percentage wood LOW-ESCROW),MECHANICALLY_DERIVED
